Feature_ID,Taxon,Confidence
OTU196,D_0__Fungi;D_1__Basidiomycota;D_2__Tremellomycetes;D_3__Cystofilobasidiales;D_4__Mrakiaceae;D_5__Itersonilia;D_6__Itersonilia perplexans,1.0
OTU197,D_0__Fungi;D_1__Mortierellomycota;D_2__Mortierellomycetes;D_3__Mortierellales;D_4__Mortierellaceae;D_5__Mortierella;D_6__ ,1.0
OTU198,D_0__Fungi;D_1__Ascomycota;D_2__Leotiomycetes;D_3__Helotiales;D_4__Helotiaceae;D_5__Tetracladium;D_6__ ,1.0
OTU199,D_0__Fungi;D_1__Rozellomycota;D_6__ ,1.0
OTU200,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Microascales;D_4__Microascaceae;D_5__Scedosporium;D_6__ ,1.0
OTU201,D_0__Fungi;D_1__Basidiomycota;D_2__Agaricomycetes;D_3__Agaricales;D_4__Bolbitiaceae;D_6__ ,1.0
OTU202,D_0__Fungi;D_6__ ,1.0
OTU203,D_0__Fungi;D_1__Basidiomycota;D_2__Tremellomycetes;D_3__Trichosporonales;D_4__Trichosporonaceae;D_6__ ,1.0
OTU204,D_0__Fungi;D_6__ ,1.0
OTU205,D_0__Fungi;D_1__Mortierellomycota;D_2__Mortierellomycetes;D_3__Mortierellales;D_4__Mortierellaceae;D_5__Mortierella;D_6__ ,1.0
OTU206,D_0__Fungi;D_1__Aphelidiomycota;D_2__Aphelidiomycetes;D_3__GS16;D_6__ ,1.0
OTU207,D_0__Fungi;D_1__Ascomycota;D_2__Eurotiomycetes;D_3__Chaetothyriales;D_4__Herpotrichiellaceae;D_5__Exophiala;D_6__ ,1.0
OTU208,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Myrmecridiales;D_4__Myrmecridiaceae;D_5__Myrmecridium;D_6__Myrmecridium schulzeri,1.0
OTU209,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Chaetosphaeriales;D_4__Chaetosphaeriaceae;D_6__ ,1.0
OTU210,D_0__Fungi;D_1__Ascomycota;D_2__Leotiomycetes;D_3__Helotiales;D_4__Incertae sedis;D_5__Cadophora;D_6__ ,1.0
OTU211,D_0__Fungi;D_1__Ascomycota;D_6__ ,1.0
OTU212,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Sordariales;D_4__Lasiosphaeriaceae;D_6__ ,1.0
OTU213,D_0__Fungi;D_1__Basidiomycota;D_2__Tremellomycetes;D_3__Cystofilobasidiales;D_4__Mrakiaceae;D_5__Itersonilia;D_6__Itersonilia perplexans,1.0
OTU214,D_0__Fungi;D_6__ ,1.0
OTU215,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Glomerellales;D_4__Plectosphaerellaceae;D_5__Plectosphaerella;D_6__Plectosphaerella cucumerina,1.0
OTU216,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Sordariales;D_4__Chaetomiaceae;D_6__ ,1.0
OTU217,D_0__Fungi;D_1__Ascomycota;D_2__Pezizomycetes;D_3__Pezizales;D_4__Ascodesmidaceae;D_5__Cephaliophora;D_6__ ,1.0
OTU218,D_0__Fungi;D_6__ ,1.0
OTU219,D_0__Fungi;D_1__Basidiomycota;D_2__Tremellomycetes;D_3__Holtermanniales;D_4__Incertae sedis;D_5__Holtermanniella;D_6__Holtermanniella takashimae,1.0
OTU220,D_0__Fungi;D_6__ ,1.0
OTU221,D_0__Fungi;D_1__Ascomycota;D_6__ ,1.0
OTU222,D_0__Fungi;D_1__Ascomycota;D_2__Pezizomycetes;D_3__Pezizales;D_4__Pyronemataceae;D_5__Scutellinia;D_6__ ,1.0
OTU223,D_0__Fungi;D_1__Ascomycota;D_2__Leotiomycetes;D_3__Helotiales;D_4__Myxotrichaceae;D_5__Oidiodendron;D_6__ ,1.0
OTU224,D_0__Fungi;D_1__Ascomycota;D_2__Pezizomycetes;D_3__Pezizales;D_4__Pyronemataceae;D_5__Byssonectria;D_6__ ,1.0
OTU225,D_0__Fungi;D_1__Ascomycota;D_6__ ,1.0
OTU226,D_0__Fungi;D_6__ ,1.0
OTU227,D_0__Fungi;D_6__ ,1.0
OTU228,D_0__Fungi;D_6__ ,1.0
OTU229,D_0__Fungi;D_6__ ,1.0
OTU230,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Hypocreales;D_4__Clavicipitaceae;D_5__Metarhizium;D_6__Metarhizium anisopliae,1.0
OTU231,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Microascales;D_4__Microascaceae;D_5__Scedosporium;D_6__Scedosporium boydii,1.0
OTU232,D_0__Fungi;D_1__Ascomycota;D_2__Eurotiomycetes;D_3__Chaetothyriales;D_4__Herpotrichiellaceae;D_5__Cladophialophora;D_6__ ,1.0
OTU233,D_0__Fungi;D_1__Ascomycota;D_2__Dothideomycetes;D_3__Capnodiales;D_4__Cladosporiaceae;D_5__Cladosporium;D_6__ ,1.0
OTU234,D_0__Fungi;D_1__Mucoromycota;D_2__Mucoromycetes;D_3__Mucorales;D_4__Mucoraceae;D_5__Actinomucor;D_6__Actinomucor elegans,1.0
OTU235,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Hypocreales;D_4__Nectriaceae;D_5__Fusarium;D_6__Fusarium solani,1.0
OTU236,D_0__Fungi;D_1__Ascomycota;D_2__Dothideomycetes;D_3__Venturiales;D_4__Sympoventuriaceae;D_5__Scolecobasidium;D_6__Scolecobasidium constrictum,1.0
OTU237,D_0__Fungi;D_1__Ascomycota;D_2__Dothideomycetes;D_3__Pleosporales;D_4__Phaeosphaeriaceae;D_5__Ophiosphaerella;D_6__ ,1.0
OTU238,D_0__Fungi;D_6__ ,1.0
OTU239,D_0__Fungi;D_1__Basidiomycota;D_2__Agaricomycetes;D_3__Cantharellales;D_4__Incertae sedis;D_6__ ,1.0
OTU240,D_0__Fungi;D_1__Mortierellomycota;D_2__Mortierellomycetes;D_3__Mortierellales;D_4__Mortierellaceae;D_5__Mortierella;D_6__Mortierella alpina,1.0
OTU241,D_0__Fungi;D_1__Mucoromycota;D_2__Mucoromycetes;D_3__Mucorales;D_4__Mucoraceae;D_5__Mucor;D_6__Mucor moelleri,1.0
OTU242,D_0__Fungi;D_6__ ,1.0
OTU243,D_0__Fungi;D_1__Mucoromycota;D_2__Mucoromycetes;D_3__Mucorales;D_4__Mucoraceae;D_5__Mucor;D_6__Mucor hiemalis,1.0
OTU244,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Sordariales;D_4__Lasiosphaeriaceae;D_5__Podospora;D_6__ ,1.0
OTU245,D_0__Fungi;D_1__Basidiomycota;D_2__Tremellomycetes;D_3__Cystofilobasidiales;D_4__Mrakiaceae;D_5__Itersonilia;D_6__ ,1.0
OTU246,D_0__Fungi;D_1__Ascomycota;D_2__Dothideomycetes;D_3__Pleosporales;D_4__Pleosporaceae;D_5__Alternaria;D_6__ ,1.0
OTU247,D_0__Fungi;D_1__Ascomycota;D_2__Dothideomycetes;D_3__Pleosporales;D_4__Sporormiaceae;D_6__ ,1.0
OTU248,D_0__Fungi;D_1__Ascomycota;D_2__Eurotiomycetes;D_3__Chaetothyriales;D_4__Herpotrichiellaceae;D_5__Exophiala;D_6__ ,1.0
OTU249,D_0__Fungi;D_1__Mucoromycota;D_2__Mucoromycetes;D_3__Mucorales;D_4__Mucoraceae;D_5__Mucor;D_6__Mucor mucedo,1.0
OTU250,D_0__Fungi;D_6__ ,1.0
OTU251,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Sordariales;D_4__Lasiosphaeriaceae;D_5__Podospora;D_6__ ,1.0
OTU252,D_0__Fungi;D_6__ ,1.0
OTU253,D_0__Fungi;D_1__Ascomycota;D_2__Dothideomycetes;D_3__Pleosporales;D_4__Leptosphaeriaceae;D_5__Plenodomus;D_6__Plenodomus biglobosus,1.0
OTU254,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Hypocreales;D_6__ ,1.0
OTU255,D_0__Fungi;D_1__Ascomycota;D_6__ ,1.0
OTU256,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Sordariales;D_4__Lasiosphaeriaceae;D_5__Podospora;D_6__ ,1.0
OTU257,D_0__Fungi;D_1__Basidiomycota;D_2__Agaricomycetes;D_3__Agaricales;D_6__ ,1.0
OTU258,D_0__Fungi;D_1__Ascomycota;D_2__Eurotiomycetes;D_3__Chaetothyriales;D_4__Herpotrichiellaceae;D_5__Exophiala;D_6__ ,1.0
OTU259,D_0__Fungi;D_1__Ascomycota;D_2__Eurotiomycetes;D_3__Chaetothyriales;D_6__ ,1.0
OTU260,D_0__Fungi;D_1__Ascomycota;D_2__Eurotiomycetes;D_3__Chaetothyriales;D_6__ ,1.0
OTU261,D_0__Fungi;D_1__Basidiomycota;D_2__Tremellomycetes;D_3__Tremellales;D_4__Bulleribasidiaceae;D_5__Dioszegia;D_6__ ,1.0
OTU262,D_0__Fungi;D_6__ ,1.0
OTU263,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Glomerellales;D_4__Plectosphaerellaceae;D_5__Verticillium;D_6__ ,1.0
OTU264,D_0__Fungi;D_1__Basidiomycota;D_2__Tremellomycetes;D_3__Filobasidiales;D_4__Filobasidiaceae;D_5__Filobasidium;D_6__Filobasidium globisporum,1.0
OTU265,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Hypocreales;D_4__Clavicipitaceae;D_6__ ,1.0
OTU266,D_0__Fungi;D_6__ ,1.0
OTU267,D_0__Fungi;D_1__Olpidiomycota;D_2__Olpidiomycetes;D_3__Olpidiales;D_4__Olpidiaceae;D_5__Olpidium;D_6__Olpidium brassicae,1.0
OTU268,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Microascales;D_4__Microascaceae;D_6__ ,1.0
OTU269,D_0__Fungi;D_1__Basidiomycota;D_2__Tremellomycetes;D_3__Trichosporonales;D_4__Trichosporonaceae;D_6__ ,1.0
OTU270,D_0__Fungi;D_1__Ascomycota;D_6__ ,1.0
OTU271,D_0__Fungi;D_1__Basidiomycota;D_2__Tremellomycetes;D_3__Trichosporonales;D_4__Trichosporonaceae;D_6__ ,1.0
OTU272,D_0__Fungi;D_1__Ascomycota;D_2__Dothideomycetes;D_3__Pleosporales;D_4__Pleosporaceae;D_5__Alternaria;D_6__ ,1.0
OTU273,D_0__Fungi;D_1__Ascomycota;D_2__Eurotiomycetes;D_3__Eurotiales;D_4__Aspergillaceae;D_5__Aspergillus;D_6__ ,1.0
OTU274,D_0__Fungi;D_6__ ,1.0
OTU275,D_0__Fungi;D_1__Basidiomycota;D_2__Tremellomycetes;D_3__Filobasidiales;D_4__Filobasidiaceae;D_5__Filobasidium;D_6__Filobasidium globisporum,1.0
OTU276,D_0__Fungi;D_1__Ascomycota;D_2__Eurotiomycetes;D_3__Eurotiales;D_4__Trichocomaceae;D_5__Sagenomella;D_6__Sagenomella oligospora,1.0
OTU277,D_0__Fungi;D_1__Basidiomycota;D_2__Microbotryomycetes;D_3__Sporidiobolales;D_4__Sporidiobolaceae;D_6__ ,1.0
OTU278,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Sordariales;D_4__Chaetomiaceae;D_6__ ,1.0
OTU280,D_0__Fungi;D_1__Ascomycota;D_2__Dothideomycetes;D_3__Pleosporales;D_4__Didymellaceae;D_6__ ,1.0
OTU281,D_0__Fungi;D_1__Mucoromycota;D_2__Mucoromycetes;D_3__Mucorales;D_4__Mucoraceae;D_5__Mucor;D_6__Mucor hiemalis,1.0
OTU282,D_0__Fungi;D_1__Ascomycota;D_2__Pezizomycetes;D_3__Pezizales;D_4__Pezizaceae;D_6__ ,1.0
OTU283,D_0__Fungi;D_6__ ,1.0
OTU284,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Hypocreales;D_4__Hypocreaceae;D_5__Trichoderma;D_6__ ,1.0
OTU285,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Sordariales;D_4__Chaetomiaceae;D_6__ ,1.0
OTU286,D_0__Fungi;D_6__ ,1.0
OTU287,D_0__Fungi;D_6__ ,1.0
OTU288,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Sordariales;D_4__Chaetomiaceae;D_6__ ,1.0
OTU289,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Glomerellales;D_4__Plectosphaerellaceae;D_5__Plectosphaerella;D_6__Plectosphaerella cucumerina,1.0
OTU290,D_0__Fungi;D_1__Mucoromycota;D_2__Mucoromycetes;D_3__Mucorales;D_4__Mucoraceae;D_5__Mucor;D_6__Mucor hiemalis,1.0
OTU291,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_6__ ,1.0
OTU292,D_0__Fungi;D_6__ ,1.0
OTU293,D_0__Fungi;D_1__Ascomycota;D_2__Eurotiomycetes;D_3__Eurotiales;D_4__Aspergillaceae;D_6__ ,1.0
OTU294,D_0__Fungi;D_6__ ,1.0
OTU295,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Coniochaetales;D_4__Coniochaetaceae;D_5__Coniochaeta;D_6__ ,1.0
OTU296,D_0__Fungi;D_1__Ascomycota;D_2__Dothideomycetes;D_3__Pleosporales;D_6__ ,1.0
OTU297,D_0__Fungi;D_6__ ,1.0
OTU298,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Sordariales;D_4__Sordariaceae;D_6__ ,1.0
OTU299,D_0__Fungi;D_6__ ,1.0
OTU300,D_0__Fungi;D_1__Mortierellomycota;D_2__Mortierellomycetes;D_3__Mortierellales;D_4__Mortierellaceae;D_5__Mortierella;D_6__Mortierella alpina,1.0
OTU301,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Sordariales;D_4__Chaetomiaceae;D_6__ ,1.0
OTU302,D_0__Fungi;D_1__Ascomycota;D_2__Leotiomycetes;D_3__Thelebolales;D_4__Pseudeurotiaceae;D_5__Pseudeurotium;D_6__ ,1.0
OTU303,D_0__Fungi;D_6__ ,1.0
OTU304,D_0__Fungi;D_6__ ,1.0
OTU305,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Sordariales;D_4__Lasiosphaeriaceae;D_6__ ,1.0
OTU306,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Sordariales;D_4__Lasiosphaeriaceae;D_5__Cladorrhinum;D_6__ ,1.0
OTU307,D_0__Fungi;D_1__Basidiomycota;D_2__Agaricomycetes;D_3__Agaricales;D_4__Psathyrellaceae;D_6__ ,1.0
OTU308,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Coniochaetales;D_4__Coniochaetaceae;D_5__Coniochaeta;D_6__ ,1.0
OTU309,D_0__Fungi;D_6__ ,1.0
OTU310,D_0__Fungi;D_1__Chytridiomycota;D_2__Rhizophlyctidomycetes;D_3__Rhizophlyctidales;D_4__Rhizophlyctidaceae;D_5__Rhizophlyctis;D_6__Rhizophlyctis rosea,1.0
OTU311,D_0__Fungi;D_1__Zoopagomycota;D_2__Zoopagomycetes;D_3__Zoopagales;D_4__Piptocephalidaceae;D_5__Syncephalis;D_6__ ,1.0
OTU312,D_0__Fungi;D_1__Ascomycota;D_2__Dothideomycetes;D_3__Pleosporales;D_4__Pleosporaceae;D_5__Alternaria;D_6__ ,1.0
OTU313,D_0__Fungi;D_1__Ascomycota;D_2__Orbiliomycetes;D_3__Orbiliales;D_4__Orbiliaceae;D_5__Arthrobotrys;D_6__Arthrobotrys oligospora,1.0
OTU314,D_0__Fungi;D_6__ ,1.0
OTU315,D_0__Fungi;D_1__Mortierellomycota;D_2__Mortierellomycetes;D_3__Mortierellales;D_4__Mortierellaceae;D_5__Mortierella;D_6__Mortierella humilis,1.0
OTU316,D_0__Fungi;D_6__ ,1.0
OTU317,D_0__Fungi;D_1__Mortierellomycota;D_2__Mortierellomycetes;D_3__Mortierellales;D_4__Mortierellaceae;D_5__Mortierella;D_6__Mortierella exigua,1.0
OTU318,D_0__Fungi;D_1__Ascomycota;D_2__Leotiomycetes;D_3__Helotiales;D_6__ ,1.0
OTU319,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Hypocreales;D_4__Nectriaceae;D_6__ ,1.0
OTU320,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Sordariales;D_4__Incertae sedis;D_5__Remersonia;D_6__Remersonia thermophila,1.0
OTU321,D_0__Fungi;D_1__Ascomycota;D_2__Pezizomycetes;D_3__Pezizales;D_4__Ascobolaceae;D_5__Ascobolus;D_6__ ,1.0
OTU322,D_0__Fungi;D_1__Ascomycota;D_6__ ,1.0
OTU323,D_0__Fungi;D_6__ ,1.0
OTU324,D_0__Fungi;D_6__ ,1.0
OTU325,D_0__Fungi;D_6__ ,1.0
OTU326,D_0__Fungi;D_6__ ,1.0
OTU327,D_0__Fungi;D_1__Basidiomycota;D_2__Microbotryomycetes;D_3__Sporidiobolales;D_4__Sporidiobolaceae;D_5__Rhodotorula;D_6__Rhodotorula graminis,1.0
OTU328,D_0__Fungi;D_1__Basidiomycota;D_2__Agaricomycetes;D_3__Agaricales;D_4__Psathyrellaceae;D_5__Coprinellus;D_6__ ,1.0
OTU329,D_0__Fungi;D_6__ ,1.0
OTU330,D_0__Fungi;D_1__Basidiomycota;D_2__Microbotryomycetes;D_3__Sporidiobolales;D_4__Sporidiobolaceae;D_5__Rhodotorula;D_6__Rhodotorula araucariae,1.0
OTU331,D_0__Fungi;D_1__Mucoromycota;D_2__Mucoromycetes;D_3__Mucorales;D_4__Mucoraceae;D_5__Actinomucor;D_6__Actinomucor elegans,1.0
OTU332,D_0__Fungi;D_1__Mucoromycota;D_2__Mucoromycetes;D_3__Mucorales;D_4__Mucoraceae;D_5__Mucor;D_6__Mucor circinelloides,1.0
OTU333,D_0__Fungi;D_6__ ,1.0
OTU334,D_0__Fungi;D_6__ ,1.0
OTU335,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Sordariales;D_4__Chaetomiaceae;D_6__ ,1.0
OTU336,D_0__Fungi;D_1__Ascomycota;D_2__Leotiomycetes;D_6__ ,1.0
OTU337,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Hypocreales;D_4__Nectriaceae;D_5__Volutella;D_6__ ,1.0
OTU338,D_0__Fungi;D_1__Ascomycota;D_2__Leotiomycetes;D_3__Helotiales;D_4__Incertae sedis;D_5__Cadophora;D_6__ ,1.0
OTU339,D_0__Fungi;D_1__Basidiomycota;D_2__Microbotryomycetes;D_3__Leucosporidiales;D_6__ ,1.0
OTU340,D_0__Fungi;D_1__Ascomycota;D_6__ ,1.0
OTU341,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Sordariales;D_4__Sordariaceae;D_6__ ,1.0
OTU342,D_0__Fungi;D_1__Ascomycota;D_2__Dothideomycetes;D_3__Pleosporales;D_4__Pleosporaceae;D_5__Alternaria;D_6__ ,1.0
OTU343,D_0__Fungi;D_6__ ,1.0
OTU345,D_0__Fungi;D_1__Ascomycota;D_2__Leotiomycetes;D_3__Helotiales;D_4__Myxotrichaceae;D_5__Oidiodendron;D_6__ ,1.0
OTU346,D_0__Fungi;D_1__Ascomycota;D_2__Dothideomycetes;D_3__Pleosporales;D_4__Pleosporaceae;D_6__ ,1.0
OTU347,D_0__Fungi;D_1__Ascomycota;D_2__Pezizomycetes;D_3__Pezizales;D_6__ ,1.0
OTU348,D_0__Fungi;D_1__Ascomycota;D_2__Leotiomycetes;D_6__ ,1.0
OTU349,D_0__Fungi;D_1__Basidiomycota;D_2__Microbotryomycetes;D_6__ ,1.0
OTU350,D_0__Fungi;D_6__ ,1.0
OTU351,D_0__Fungi;D_1__Basidiomycota;D_2__Agaricomycetes;D_3__Agaricales;D_4__Typhulaceae;D_5__Typhula;D_6__ ,1.0
OTU352,D_0__Fungi;D_1__Basidiomycota;D_2__Tremellomycetes;D_3__Tremellales;D_4__Bulleribasidiaceae;D_5__Vishniacozyma;D_6__Vishniacozyma dimennae,1.0
OTU353,D_0__Fungi;D_1__Basidiomycota;D_2__Agaricomycetes;D_3__Agaricales;D_4__Psathyrellaceae;D_5__Psathyrella;D_6__ ,1.0
OTU354,D_0__Fungi;D_6__ ,1.0
OTU355,D_0__Fungi;D_1__Basidiomycota;D_2__Tremellomycetes;D_3__Tremellales;D_6__ ,1.0
OTU356,D_0__Fungi;D_6__ ,1.0
OTU357,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Hypocreales;D_4__Hypocreaceae;D_5__Trichoderma;D_6__Trichoderma hamatum,1.0
OTU358,D_0__Fungi;D_6__ ,1.0
OTU360,D_0__Fungi;D_6__ ,1.0
OTU361,D_0__Fungi;D_6__ ,1.0
OTU362,D_0__Fungi;D_6__ ,1.0
OTU363,D_0__Fungi;D_6__ ,1.0
OTU364,D_0__Fungi;D_1__Zoopagomycota;D_2__Zoopagomycetes;D_3__Zoopagales;D_4__Piptocephalidaceae;D_5__Syncephalis;D_6__ ,1.0
OTU366,D_0__Fungi;D_1__Ascomycota;D_2__Pezizomycetes;D_3__Pezizales;D_4__Ascodesmidaceae;D_5__Cephaliophora;D_6__ ,1.0
OTU367,D_0__Fungi;D_1__Ascomycota;D_6__ ,1.0
OTU368,D_0__Fungi;D_1__Basidiomycota;D_2__Agaricomycetes;D_6__ ,1.0
OTU369,D_0__Fungi;D_6__ ,1.0
OTU370,D_0__Fungi;D_1__Ascomycota;D_2__Leotiomycetes;D_3__Helotiales;D_6__ ,1.0
OTU371,D_0__Fungi;D_6__ ,1.0
OTU372,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Sordariales;D_4__Lasiosphaeriaceae;D_6__ ,1.0
OTU373,D_0__Fungi;D_6__ ,1.0
OTU374,D_0__Fungi;D_1__Ascomycota;D_2__Dothideomycetes;D_3__Pleosporales;D_4__Didymellaceae;D_6__ ,1.0
OTU375,D_0__Fungi;D_1__Basidiomycota;D_2__Microbotryomycetes;D_3__Sporidiobolales;D_4__Sporidiobolaceae;D_6__ ,1.0
OTU376,D_0__Fungi;D_1__Ascomycota;D_2__Pezizomycetes;D_3__Pezizales;D_4__Pezizaceae;D_5__Peziza;D_6__Peziza varia,1.0
OTU377,D_0__Fungi;D_1__Basidiomycota;D_2__Tremellomycetes;D_3__Tremellales;D_6__ ,1.0
OTU379,D_0__Fungi;D_1__Ascomycota;D_2__Eurotiomycetes;D_3__Eurotiales;D_4__Trichocomaceae;D_5__Sagenomella;D_6__Sagenomella oligospora,1.0
OTU380,D_0__Fungi;D_6__ ,1.0
OTU381,D_0__Fungi;D_1__Ascomycota;D_2__Dothideomycetes;D_3__Dothideales;D_4__Aureobasidiaceae;D_5__Aureobasidium;D_6__Aureobasidium pullulans,1.0
OTU382,D_0__Fungi;D_6__ ,1.0
OTU383,D_0__Fungi;D_1__Ascomycota;D_2__Orbiliomycetes;D_3__Orbiliales;D_4__Orbiliaceae;D_5__Arthrobotrys;D_6__Arthrobotrys oligospora,1.0
OTU384,D_0__Fungi;D_1__Ascomycota;D_2__Leotiomycetes;D_3__Helotiales;D_4__Helotiaceae;D_5__Articulospora;D_6__ ,1.0
OTU385,D_0__Fungi;D_6__ ,1.0
OTU386,D_0__Fungi;D_6__ ,1.0
OTU387,D_0__Fungi;D_6__ ,1.0
OTU388,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Sordariales;D_4__Lasiosphaeriaceae;D_5__Podospora;D_6__ ,1.0
OTU389,D_0__Fungi;D_6__ ,1.0
OTU390,D_0__Fungi;D_6__ ,1.0
OTU391,D_0__Fungi;D_6__ ,1.0
OTU392,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Coniochaetales;D_4__Coniochaetaceae;D_5__Coniochaeta;D_6__ ,1.0
OTU393,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Hypocreales;D_4__Stachybotryaceae;D_6__ ,1.0
OTU394,D_0__Fungi;D_6__ ,1.0
OTU395,D_0__Fungi;D_6__ ,1.0
OTU398,D_0__Fungi;D_6__ ,1.0
OTU399,D_0__Fungi;D_1__Basidiomycota;D_2__Tremellomycetes;D_3__Cystofilobasidiales;D_4__Mrakiaceae;D_5__Udeniomyces;D_6__Udeniomyces pyricola,1.0
OTU400,D_0__Fungi;D_1__Basidiomycota;D_2__Cystobasidiomycetes;D_3__Cystobasidiomycetes;D_4__Symmetrosporaceae;D_5__Symmetrospora;D_6__Symmetrospora coprosmae,1.0
OTU401,D_0__Fungi;D_6__ ,1.0
OTU402,D_0__Fungi;D_1__Ascomycota;D_2__Leotiomycetes;D_3__Helotiales;D_6__ ,1.0
OTU403,D_0__Fungi;D_6__ ,1.0
OTU404,D_0__Fungi;D_1__Mortierellomycota;D_2__Mortierellomycetes;D_3__Mortierellales;D_4__Mortierellaceae;D_5__Mortierella;D_6__ ,1.0
OTU405,D_0__Fungi;D_1__Basidiomycota;D_2__Agaricomycetes;D_3__Auriculariales;D_6__ ,1.0
OTU406,D_0__Fungi;D_1__Ascomycota;D_2__Dothideomycetes;D_3__Pleosporales;D_4__Didymellaceae;D_6__ ,1.0
OTU407,D_0__Fungi;D_1__Ascomycota;D_2__Eurotiomycetes;D_3__Chaetothyriales;D_4__Herpotrichiellaceae;D_5__Exophiala;D_6__ ,1.0
OTU408,D_0__Fungi;D_6__ ,1.0
OTU409,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Hypocreales;D_4__Nectriaceae;D_5__Volutella;D_6__ ,1.0
OTU410,D_0__Fungi;D_6__ ,1.0
OTU411,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Hypocreales;D_4__Nectriaceae;D_5__Cylindrocarpon;D_6__ ,1.0
OTU412,D_0__Fungi;D_6__ ,1.0
OTU413,D_0__Fungi;D_1__Ascomycota;D_2__Dothideomycetes;D_3__Pleosporales;D_4__Melanommataceae;D_6__ ,1.0
OTU414,D_0__Fungi;D_6__ ,1.0
OTU415,D_0__Fungi;D_1__Glomeromycota;D_2__Glomeromycetes;D_3__Glomerales;D_4__Glomeraceae;D_6__ ,1.0
OTU416,D_0__Fungi;D_1__Ascomycota;D_2__Dothideomycetes;D_3__Pleosporales;D_4__Pleosporaceae;D_5__Alternaria;D_6__ ,1.0
OTU417,D_0__Fungi;D_1__Basidiomycota;D_6__ ,1.0
OTU418,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Sordariales;D_4__Lasiosphaeriaceae;D_6__ ,1.0
OTU419,D_0__Fungi;D_1__Ascomycota;D_2__Saccharomycetes;D_3__Saccharomycetales;D_4__Incertae sedis;D_5__Candida;D_6__ ,1.0
OTU420,D_0__Fungi;D_6__ ,1.0
OTU421,D_0__Fungi;D_6__ ,1.0
OTU422,D_0__Fungi;D_1__Basidiomycota;D_2__Microbotryomycetes;D_3__Leucosporidiales;D_6__ ,1.0
OTU424,D_0__Fungi;D_1__Ascomycota;D_2__Dothideomycetes;D_3__Pleosporales;D_6__ ,1.0
OTU425,D_0__Fungi;D_6__ ,1.0
OTU426,D_0__Fungi;D_1__Ascomycota;D_2__Sordariomycetes;D_3__Sordariales;D_4__Chaetomiaceae;D_6__ ,1.0
OTU428,D_0__Fungi;D_6__ ,1.0
OTU429,D_0__Fungi;D_6__ ,1.0
